,airplane,automobile,bird,cat,deer,dog,frog,horse,ship,truck
airplane,0.7984790874524715,0.010456273764258554,0.05988593155893536,0.022813688212927757,0.019961977186311788,0.006653992395437262,0.008555133079847909,0.013307984790874524,0.03517110266159696,0.024714828897338403
automobile,0.008729388942774006,0.8991270611057226,0.0,0.0038797284190106693,0.002909796314258002,0.0,0.0019398642095053346,0.0009699321047526673,0.01745877788554801,0.06498545101842872
bird,0.020127118644067795,0.0031779661016949155,0.7489406779661016,0.06673728813559322,0.057203389830508475,0.045550847457627115,0.036016949152542374,0.014830508474576272,0.006355932203389831,0.001059322033898305
cat,0.010482180293501049,0.0010482180293501049,0.03878406708595388,0.6834381551362684,0.0440251572327044,0.13626834381551362,0.04507337526205451,0.027253668763102725,0.007337526205450734,0.006289308176100629
deer,0.0175609756097561,0.000975609756097561,0.07609756097560975,0.04,0.7717073170731708,0.03414634146341464,0.02048780487804878,0.0351219512195122,0.001951219512195122,0.001951219512195122
dog,0.007551240560949299,0.003236245954692557,0.05393743257820928,0.10032362459546926,0.019417475728155338,0.7777777777777778,0.006472491909385114,0.02912621359223301,0.0010787486515641855,0.0010787486515641855
frog,0.008737864077669903,0.002912621359223301,0.03203883495145631,0.05825242718446602,0.02621359223300971,0.013592233009708738,0.8398058252427184,0.006796116504854369,0.0048543689320388345,0.006796116504854369
horse,0.003045685279187817,0.0,0.013197969543147208,0.030456852791878174,0.03350253807106599,0.03857868020304569,0.007106598984771574,0.8710659898477158,0.0010152284263959391,0.0020304568527918783
ship,0.06428571428571428,0.011607142857142858,0.01607142857142857,0.017857142857142856,0.008035714285714285,0.007142857142857143,0.011607142857142858,0.009821428571428571,0.8178571428571428,0.03571428571428571
truck,0.013948497854077254,0.0407725321888412,0.001072961373390558,0.013948497854077254,0.002145922746781116,0.004291845493562232,0.0,0.006437768240343348,0.0075107296137339056,0.9098712446351931
