epoch,train_acc,val_acc,test_acc
1,11.88,9.38,10.02
2,10.18,10.16,10.00
3,9.92,9.85,10.00
4,10.20,9.68,10.00
5,10.05,9.38,10.00
6,9.94,9.38,10.00
7,9.98,9.68,10.00
8,9.99,9.85,10.00
9,9.82,9.97,10.00
10,10.00,9.97,10.00
