epoch,train_loss,val_loss,test_loss
1,2.33,2.12,2.11
2,2.05,2.06,2.06
3,2.01,1.96,1.96
4,1.96,1.94,1.95
5,1.95,1.89,1.89
6,1.93,1.83,1.84
7,1.90,1.91,1.91
8,1.88,1.83,1.84
9,1.87,1.79,1.80
10,1.83,1.75,1.75
11,1.78,1.78,1.79
12,1.74,1.64,1.64
13,1.66,1.60,1.61
14,1.48,1.27,1.28
15,1.18,1.15,1.16
