epoch,train_acc,val_acc,test_acc
1,13.25,18.52,18.10
2,13.75,18.67,19.05
3,14.07,18.14,19.04
4,14.08,20.17,20.22
5,14.46,19.63,20.73
6,13.68,16.76,17.39
7,14.27,20.95,21.19
8,14.17,17.59,17.58
9,14.47,18.87,19.08
10,14.51,18.30,17.88
11,14.51,17.04,17.69
12,14.12,18.91,19.56
13,14.29,14.78,15.40
14,14.59,17.62,18.20
15,13.86,18.50,19.27
