epoch,train_loss,val_loss,test_loss
1,1.43,1.22,1.22
2,1.07,1.12,1.12
3,0.91,1.10,1.09
4,0.80,1.00,0.99
5,0.72,0.89,0.87
6,0.64,0.93,0.93
7,0.59,0.88,0.88
8,0.53,0.95,0.94
9,0.48,0.94,0.93
10,0.43,1.07,1.06
