epoch,train_acc,val_acc,test_acc
1,47.81,56.91,56.55
2,61.95,60.39,60.53
3,67.81,63.42,63.81
4,71.56,65.86,65.98
5,74.69,69.82,70.23
6,77.35,68.73,68.38
7,79.56,71.29,71.58
8,81.19,70.24,70.88
9,83.00,71.79,72.56
10,84.65,68.84,69.50
