epoch,train_acc,val_acc,test_acc
1,84.28,88.80,88.52
2,90.70,91.19,91.18
3,91.74,92.15,91.88
4,92.79,93.14,92.65
5,93.51,92.15,91.51
6,93.85,93.00,93.06
7,94.31,93.23,93.16
8,94.92,92.89,92.83
9,95.40,94.17,93.74
10,95.95,93.86,93.45
