epoch,train_loss,val_loss,test_loss
1,0.43,0.31,0.33
2,0.26,0.24,0.24
3,0.23,0.21,0.22
4,0.20,0.18,0.20
5,0.18,0.23,0.24
6,0.17,0.18,0.20
7,0.15,0.19,0.20
8,0.14,0.19,0.20
9,0.13,0.17,0.19
10,0.11,0.18,0.19
