epoch,train_acc,val_acc,test_acc
1,67.99,78.27,77.39
2,78.66,84.04,83.19
3,83.49,87.11,86.47
4,85.88,85.77,84.78
5,87.10,88.06,87.53
6,88.10,88.37,87.65
7,88.74,89.72,89.27
8,89.15,89.76,89.14
9,89.48,90.26,90.02
10,89.87,91.34,90.84
