epoch,train_loss,val_loss,test_loss
1,0.89,0.56,0.58
2,0.58,0.46,0.48
3,0.46,0.36,0.38
4,0.40,0.39,0.41
5,0.36,0.31,0.34
6,0.33,0.31,0.33
7,0.32,0.28,0.30
8,0.31,0.29,0.31
9,0.29,0.27,0.28
10,0.29,0.25,0.27
