epoch,train_loss,val_loss,test_loss
1,0.92,0.53,0.56
2,0.57,0.49,0.51
3,0.49,0.43,0.44
4,0.43,0.39,0.41
5,0.39,0.40,0.42
6,0.36,0.35,0.36
7,0.33,0.32,0.33
8,0.31,0.31,0.32
9,0.29,0.29,0.30
10,0.27,0.29,0.30
11,0.26,0.29,0.30
12,0.24,0.29,0.31
13,0.23,0.25,0.25
14,0.22,0.23,0.25
15,0.21,0.28,0.29
16,0.19,0.27,0.28
17,0.19,0.23,0.24
18,0.18,0.20,0.22
19,0.17,0.22,0.23
20,0.16,0.23,0.23
21,0.16,0.21,0.22
22,0.16,0.21,0.22
23,0.14,0.19,0.21
24,0.14,0.20,0.22
25,0.13,0.20,0.21
