,T-shirt/top,Trouser,Pullover,Dress,Coat,Sandal,Shirt,Sneaker,Bag,Ankle boot
T-shirt/top,0.8506493506493507,0.0,0.013914656771799629,0.01855287569573284,0.0,0.0,0.11595547309833024,0.0,0.0009276437847866419,0.0
Trouser,0.0,0.991991991991992,0.002002002002002002,0.006006006006006006,0.0,0.0,0.0,0.0,0.0,0.0
Pullover,0.016227180527383367,0.0,0.8935091277890467,0.014198782961460446,0.02535496957403651,0.0,0.05070993914807302,0.0,0.0,0.0
Dress,0.008465608465608466,0.005291005291005291,0.0031746031746031746,0.944973544973545,0.013756613756613757,0.0,0.020105820105820106,0.0,0.004232804232804233,0.0
Coat,0.0026714158504007124,0.0,0.04986642920747997,0.037399821905609976,0.8272484416740873,0.0,0.08103294746215495,0.0,0.0017809439002671415,0.0
Sandal,0.000984251968503937,0.0,0.0,0.0,0.0,0.9763779527559056,0.0,0.013779527559055118,0.000984251968503937,0.007874015748031496
Shirt,0.05627198124267292,0.0011723329425556857,0.05041031652989449,0.026963657678780773,0.038686987104337635,0.0,0.8241500586166471,0.0,0.0023446658851113715,0.0
Sneaker,0.0,0.0,0.0,0.0,0.0,0.0068694798822374874,0.0,0.9558390578999019,0.001962708537782139,0.03532875368007851
Bag,0.00691699604743083,0.0029644268774703555,0.0,0.001976284584980237,0.0,0.0,0.011857707509881422,0.0,0.9762845849802372,0.0
Ankle boot,0.0,0.0,0.0,0.0,0.0,0.0010319917440660474,0.0,0.01238390092879257,0.0,0.9865841073271414
