epoch,train_acc,val_acc,test_acc
1,72.06,87.97,86.95
2,88.25,88.74,88.08
3,90.15,91.27,90.56
4,91.21,91.73,91.37
5,91.91,92.33,91.61
6,92.76,92.13,91.82
7,93.55,92.45,92.09
8,94.20,92.79,92.17
9,94.71,92.67,92.25
10,95.18,92.88,92.24
