epoch,train_loss,val_loss,test_loss
1,1.85,1.63,1.63
2,1.58,1.52,1.52
3,1.48,1.45,1.45
4,1.41,1.40,1.40
5,1.36,1.37,1.37
6,1.32,1.34,1.34
7,1.29,1.33,1.33
8,1.26,1.30,1.30
9,1.24,1.28,1.28
10,1.21,1.27,1.27
