,airplane,automobile,bird,cat,deer,dog,frog,horse,ship,truck
airplane,0.6386861313868614,0.01338199513381995,0.08150851581508516,0.030413625304136254,0.045012165450121655,0.01824817518248175,0.02068126520681265,0.009732360097323601,0.10827250608272507,0.0340632603406326
automobile,0.03388278388278388,0.6401098901098901,0.014652014652014652,0.038461538461538464,0.0173992673992674,0.01098901098901099,0.03205128205128205,0.0173992673992674,0.06501831501831502,0.13003663003663005
bird,0.1273100616016427,0.004106776180698152,0.4188911704312115,0.1026694045174538,0.10061601642710473,0.12012320328542095,0.05646817248459959,0.03182751540041068,0.027720739219712527,0.01026694045174538
cat,0.029900332225913623,0.015503875968992248,0.09191583610188261,0.3709856035437431,0.08084163898117387,0.20487264673311184,0.09080841638981174,0.06312292358803986,0.024363233665559248,0.02768549280177187
deer,0.04747774480712166,0.013847675568743818,0.13649851632047477,0.09099901088031652,0.47774480712166173,0.06726013847675569,0.04549950544015826,0.09594460929772503,0.010880316518298714,0.013847675568743818
dog,0.009280742459396751,0.004640371229698376,0.11716937354988399,0.1740139211136891,0.048723897911832945,0.5,0.02320185614849188,0.10324825986078887,0.015081206496519721,0.004640371229698376
frog,0.026273885350318472,0.046974522292993634,0.0804140127388535,0.1106687898089172,0.07961783439490445,0.05573248407643312,0.5509554140127388,0.014331210191082803,0.012738853503184714,0.022292993630573247
horse,0.031945788964181994,0.01452081316553727,0.03872216844143272,0.06485963213939981,0.11035818005808325,0.07357212003872217,0.021297192642787996,0.6050338818973863,0.011616650532429816,0.028073572120038724
ship,0.12401574803149606,0.051181102362204724,0.024606299212598427,0.01673228346456693,0.024606299212598427,0.012795275590551181,0.011811023622047244,0.00984251968503937,0.6791338582677166,0.045275590551181105
truck,0.037827352085354024,0.12415130940834142,0.020368574199806012,0.03200775945683802,0.008729388942774006,0.012609117361784675,0.01842870999030068,0.0446168768186227,0.0475266731328807,0.6537342386032978
