epoch,train_acc,val_acc,test_acc
1,33.42,41.59,41.39
2,43.98,45.54,46.11
3,47.67,47.41,47.77
4,50.20,50.58,50.03
5,52.29,51.64,51.44
6,53.80,52.79,52.60
7,54.79,53.06,52.70
8,55.85,54.02,54.20
9,56.77,54.67,55.25
10,57.25,54.88,55.02
